line,age,current_club,current_league,foot,height,nationality,position,year,games,goals,minutes,assists,algo
Anastasios Douvikas,18,Asteras Tripolis,GRC - Super League,,0,Greece,CF,17,18,2,630,0,
Rooney Wankewai,21,Asteras Tripolis,GRC - Super League,both,185,Cameroon,CF,17,17,5,1485,0,
Enes Dolovac,19,PAS Giannina,GRC - Super League,,176,Serbia,W,17,2,0,65,0,
Georgios Manthatis,20,PAS Giannina,GRC - Super League,right,174,Greece,W,17,29,0,1715,3,
Karim Soltani,33,PAS Giannina,GRC - Super League,both,179,Algeria  France,W,17,20,2,764,1,
Pedro Conde,29,PAS Giannina,GRC - Super League,,181,Spain,CF,17,25,19,2117,0,
Philip Hellquist,26,PAS Giannina,GRC - Super League,right,184,Sweden,CF,17,2,0,48,0,
Franck Betra,21,PAS Giannina,GRC - Super League,right,180,France,CF,17,15,1,823,2,
Denis Epstein,31,AOK Kerkyra,GRC - Super League,left,180,Germany,W,17,22,5,1565,0,
Fábio Nunes,25,AOK Kerkyra,GRC - Super League,left,176,Portugal,W,17,9,3,482,0,
Alexandros Kontos,31,AOK Kerkyra,GRC - Super League,left,177,Greece,W,17,13,1,505,0,
Fotis Georgiou,32,AOK Kerkyra,GRC - Super League,right,168,Greece,W,17,13,1,880,0,
Thuram,27,AOK Kerkyra,GRC - Super League,right,183,Brazil,CF,17,8,2,565,0,
Nestoras Mytidis,26,AOK Kerkyra,GRC - Super League,both,185,Cyprus,CF,17,19,1,536,0,
Georgios Pamlidis,24,AOK Kerkyra,GRC - Super League,right,179,Greece,CF,17,20,3,1566,2,
Jonathan Bauman,26,AOK Kerkyra,GRC - Super League,right,178,Argentina,CF,17,12,1,618,2,
Konstantinos Georgakopoulos,24,AOK Kerkyra,GRC - Super League,right,186,Greece,CF,17,12,1,727,0,
Christos Albanis,23,Apollon Smyrnis,GRC - Super League,both,184,Greece,W,17,26,5,1908,0,
Savvas Siatravanis,25,Apollon Smyrnis,GRC - Super League,right,172,Greece,W,17,10,0,482,0,
Enver Alivodic,33,Apollon Smyrnis,GRC - Super League,right,178,Serbia,W,17,24,7,1903,0,
Darren Maatsen,27,Apollon Smyrnis,GRC - Super League,right,185,Netherlands  Suriname,W,17,11,0,504,0,
Anthony Stokes,29,Apollon Smyrnis,GRC - Super League,right,185,Ireland,CF,17,24,11,1986,4,
Eli Elbaz,26,Apollon Smyrnis,GRC - Super League,,179,Israel,CF,17,13,3,573,0,
Gonzalo Castillejos,32,Apollon Smyrnis,GRC - Super League,right,182,Argentina,CF,17,18,1,1242,0,
Kike Boula,24,AO Xanthi,GRC - Super League,,174,Equatorial Guinea  Spain,W,17,23,1,1245,2,
Brito,30,AO Xanthi,GRC - Super League,right,178,Cape Verde  Portugal,W,17,19,4,1309,1,
Petar Djurickovic,26,AO Xanthi,GRC - Super League,left,178,Serbia,W,17,25,0,1203,3,
Panagiotis Triadis,25,AO Xanthi,GRC - Super League,both,181,Greece  Germany,W,17,18,3,959,4,
Erik Jendrisek,31,AO Xanthi,GRC - Super League,both,170,Slovakia,CF,17,28,9,2057,0,
Matías Castro,26,AO Xanthi,GRC - Super League,right,182,Argentina,CF,17,17,5,605,0,
Nikolaos Sampanidis,19,AO Xanthi,GRC - Super League,,187,Greece,CF,17,1,0,25,0,
Milos Deletic,24,AE Larisa,GRC - Super League,right,179,Serbia,W,17,24,4,1847,3,
Nemanja Mladenovic,25,AE Larisa,GRC - Super League,left,179,Serbia,W,17,23,1,1573,1,
Konstantinos Makris,19,AE Larisa,GRC - Super League,,0,Greece,W,17,1,0,8,0,
Thomas Nazlidis,30,AE Larisa,GRC - Super League,right,185,Greece,CF,17,31,7,2403,2,
Sandi Krizman,28,AE Larisa,GRC - Super League,right,179,Croatia,CF,17,30,8,2208,2,
Emanuel Perrone,34,AE Larisa,GRC - Super League,right,191,Argentina  Italy,CF,17,29,2,977,6,
Filip Kasalica,29,Platanias Chania,GRC - Super League,right,179,Montenegro  Serbia,W,17,20,1,775,1,
Giannis Papanikolaou,19,Platanias Chania,GRC - Super League,right,182,Greece,W,17,13,1,525,0,
Gurjinder Singh,20,Platanias Chania,GRC - Super League,left,186,Greece,W,17,0,0,0,0,
Clarck N'Sikulu,25,Platanias Chania,GRC - Super League,right,180,DR Congo  France,CF,17,25,5,2210,2,
Shikoze Udoji,31,Platanias Chania,GRC - Super League,both,172,Bulgaria  Nigeria,CF,17,5,0,296,0,
Antonis Petropoulos,32,Platanias Chania,GRC - Super League,left,191,Greece,CF,17,14,3,884,0,
Piotr Grzelczak,30,Platanias Chania,GRC - Super League,right,186,Poland,CF,17,17,1,772,0,
Wanderson C,24,PAS Lamia 1964,GRC - Super League,both,164,Brazil,W,17,23,3,1803,0,
Nikolaos Tsoukalos,25,PAS Lamia 1964,GRC - Super League,left,183,Greece,W,17,17,2,808,1,
Michalis Frangos,27,PAS Lamia 1964,GRC - Super League,right,179,Greece,W,17,10,0,337,0,
Evgen Budnik,27,PAS Lamia 1964,GRC - Super League,right,185,Ukraine,CF,17,24,1,1631,0,
Nikola Asceric,26,PAS Lamia 1964,GRC - Super League,right,193,Serbia,CF,17,9,1,490,1,
Vangelis Patsarouchas,19,PAS Lamia 1964,GRC - Super League,,0,Greece,CF,17,2,0,28,0,
Petros Giakoumakis,25,APO Levadiakos,GRC - Super League,both,179,Greece,W,17,28,8,2069,2,
Mohamed Youssouf,29,APO Levadiakos,GRC - Super League,left,168,Comoros  France,W,17,23,2,1980,2,
Chahir Belghazouani,31,APO Levadiakos,GRC - Super League,left,180,Morocco  France,W,17,19,2,1114,3,
Souleymane Sawadogo,25,APO Levadiakos,GRC - Super League,right,171,Burkina Faso  Cote d'Ivoire,W,17,4,0,73,0,
Marko Markovski,31,APO Levadiakos,GRC - Super League,both,191,Serbia,CF,17,22,4,1428,2,
Fotis Ioannidis,18,APO Levadiakos,GRC - Super League,both,186,Greece,CF,17,8,0,218,1,
Neymar,26,Paris Saint-Germain,FRA - Ligue 1,both,175,Brazil,W,17,30,29,2697,19,
Julian Draxler,24,Paris Saint-Germain,FRA - Ligue 1,right,187,Germany,W,17,38,4,2105,9,
Kylian Mbappé,19,Paris Saint-Germain,FRA - Ligue 1,right,178,France  Cameroon,W,17,36,17,2753,15,
Ángel Di María,30,Paris Saint-Germain,FRA - Ligue 1,left,180,Argentina  Italy,W,17,35,17,2321,15,
Edinson Cavani,31,Paris Saint-Germain,FRA - Ligue 1,right,184,Uruguay  Italy,CF,17,38,33,3170,8,
Thomas Lemar,22,AS Monaco,FRA - Ligue 1,left,170,France  Guadeloupe,W,17,28,3,2073,8,
Keita Baldé,23,AS Monaco,FRA - Ligue 1,both,184,Senegal  Spain,W,17,31,8,1895,12,
Gabriel Boschilia,22,AS Monaco,FRA - Ligue 1,left,172,Brazil  Italy,W,17,5,0,87,0,
Rony Lopes,22,AS Monaco,FRA - Ligue 1,left,174,Portugal  Brazil,W,17,40,11,2487,12,
Rachid Ghezzal,25,AS Monaco,FRA - Ligue 1,left,182,Algeria  France,W,17,29,2,1213,4,
Jordi Mboula,18,AS Monaco,FRA - Ligue 1,right,183,Spain  Congo,W,17,5,4,393,1,
Falcao,32,AS Monaco,FRA - Ligue 1,right,177,Colombia,CF,17,29,23,2347,2,
Stevan Jovetic,28,AS Monaco,FRA - Ligue 1,right,183,Montenegro  Serbia,CF,17,18,9,966,3,
Adama Diakhaby,21,AS Monaco,FRA - Ligue 1,left,184,France  Senegal,CF,17,24,3,1081,3,
Pietro Pellegri,16,AS Monaco,FRA - Ligue 1,right,188,Italy,CF,17,8,2,304,0,
Memphis Depay,24,Olympique Lyon,FRA - Ligue 1,right,176,Netherlands  Ghana,W,17,40,12,2843,10,
Willem Geubbels,16,Olympique Lyon,FRA - Ligue 1,right,185,France  Netherlands,W,17,4,0,87,0,
Maxwel Cornet,21,Olympique Lyon,FRA - Ligue 1,left,179,Cote d'Ivoire  France,W,17,34,4,1755,6,
Bertrand Traoré,22,Olympique Lyon,FRA - Ligue 1,left,181,Burkina Faso,W,17,32,11,2153,3,
Mariano Díaz,24,Olympique Lyon,FRA - Ligue 1,right,182,Dominican Republic  Spain,CF,17,37,18,2850,6,
Myziane Maolida,19,Olympique Lyon,FRA - Ligue 1,right,181,France  Comoros,CF,17,19,3,516,0,
Amine Gouiri,18,Olympique Lyon,FRA - Ligue 1,right,180,France  Algeria,CF,17,8,0,169,0,
Lucas Ocampos,23,Olympique Marseille,FRA - Ligue 1,both,187,Argentina,W,17,39,13,2547,2,
Florian Thauvin,25,Olympique Marseille,FRA - Ligue 1,left,179,France,W,17,42,18,3162,16,
Yusuf Sari,19,Olympique Marseille,FRA - Ligue 1,right,168,France  Turkey,W,17,4,0,117,1,
Clinton N'Jie,24,Olympique Marseille,FRA - Ligue 1,right,175,Cameroon,CF,17,30,7,1406,6,
Konstantinos Mitroglou,30,Olympique Marseille,FRA - Ligue 1,both,188,Greece,CF,17,19,8,951,1,
Valère Germain,27,Olympique Marseille,FRA - Ligue 1,right,180,France,CF,17,43,15,2785,5,
Allan Saint-Maximin,21,OGC Nice,FRA - Ligue 1,right,173,France  Guadeloupe,W,17,31,3,2235,8,
Bassem Srarfi,20,OGC Nice,FRA - Ligue 1,left,176,Tunisia,W,17,28,3,1208,1,
Vincent Marcel,20,OGC Nice,FRA - Ligue 1,left,180,France  Guadeloupe,W,17,5,1,91,0,
Mario Balotelli,27,OGC Nice,FRA - Ligue 1,right,189,Italy  Ghana,CF,17,30,22,2351,1,
Alassane Pléa,25,OGC Nice,FRA - Ligue 1,right,181,France  Mali,CF,17,41,15,3374,5,
Mickaël Le Bihan,27,OGC Nice,FRA - Ligue 1,right,184,France,CF,17,,,,,
François Kamano,21,FC Girondins Bordeaux,FRA - Ligue 1,right,182,Guinea,W,17,30,3,1784,5,
Malcom,21,FC Girondins Bordeaux,FRA - Ligue 1,left,171,Brazil,W,17,29,8,2411,7,
Jonathan Cafú,26,FC Girondins Bordeaux,FRA - Ligue 1,right,175,Brazil  Bulgaria,W,17,24,2,1023,2,
Martin Braithwaite,26,FC Girondins Bordeaux,FRA - Ligue 1,,177,Denmark  Guyana,CF,17,27,6,1823,2,
Nicolas de Préville,27,FC Girondins Bordeaux,FRA - Ligue 1,right,182,France,CF,17,29,5,2201,3,
Gaëtan Laborde,23,FC Girondins Bordeaux,FRA - Ligue 1,left,181,France,CF,17,17,3,895,0,
Alexandre Mendy,23,FC Girondins Bordeaux,FRA - Ligue 1,right,184,France  Senegal,CF,17,18,4,851,0,
Max Gradel,30,FC Toulouse,FRA - Ligue 1,right,175,Cote d'Ivoire  France,W,17,24,8,1918,2,
Jimmy Durmaz,28,FC Toulouse,FRA - Ligue 1,left,180,Sweden  Turkey,W,17,19,3,978,1,
Corentin Jean,22,FC Toulouse,FRA - Ligue 1,right,170,France,W,17,33,0,1841,3,
Firmin Mubele,23,FC Toulouse,FRA - Ligue 1,right,175,DR Congo,CF,17,28,6,1656,3,
Andy Delort,26,FC Toulouse,FRA - Ligue 1,right,182,France,CF,17,29,5,2110,4,
Ola Toivonen,31,FC Toulouse,FRA - Ligue 1,right,189,Sweden,CF,17,21,2,964,1,
Yaya Sanogo,25,FC Toulouse,FRA - Ligue 1,right,194,France  Cote d'Ivoire,CF,17,23,4,960,2,
Ismaïla Sarr,20,Stade Rennais FC,FRA - Ligue 1,right,185,Senegal,CF,17,20,4,1468,4,
Diafra Sakho,28,Stade Rennais FC,FRA - Ligue 1,right,184,Senegal  France,CF,17,24,7,958,1,
Brandon,23,Stade Rennais FC,FRA - Ligue 1,right,173,Spain,CF,17,11,1,440,1,
Luiz Araújo,21,LOSC Lille,FRA - Ligue 1,left,175,Brazil,W,17,27,4,1645,1,
Imad Faraj,19,LOSC Lille,FRA - Ligue 1,right,178,Morocco  France,W,17,7,0,154,1,
Nicolas Pepe,22,LOSC Lille,FRA - Ligue 1,left,183,Cote d'Ivoire  France,W,17,29,10,2205,3,
Anwar El Ghazi,22,LOSC Lille,FRA - Ligue 1,right,189,Netherlands  Morocco,W,17,27,4,1858,4,
Ezequiel Ponce,20,LOSC Lille,FRA - Ligue 1,right,178,Argentina  Italy,CF,17,30,3,1382,1,
Lebo Mothiba,22,LOSC Lille,FRA - Ligue 1,right,182,South Africa,CF,17,29,10,2156,2,
Yassine El Ghanassy,27,FC Nantes,FRA - Ligue 1,right,173,Belgium  Morocco,W,17,21,0,735,0,
Alexis Alégué,21,FC Nantes,FRA - Ligue 1,left,175,Cameroon  France,W,17,,,,,
Emiliano Sala,27,FC Nantes,FRA - Ligue 1,right,187,Argentina  Italy,CF,17,30,14,2538,3,
Kalifa Coulibaly,26,FC Nantes,FRA - Ligue 1,right,197,Mali,CF,17,9,1,405,3,
Prejuce Nakoulma,30,FC Nantes,FRA - Ligue 1,right,178,Burkina Faso,CF,17,12,2,878,0,
Kolbeinn Sigthórsson,27,FC Nantes,FRA - Ligue 1,right,186,Iceland,CF,17,,,,,
Yacine Bammou,26,FC Nantes,FRA - Ligue 1,right,189,Morocco  France,CF,17,13,4,800,0,
Randal Kolo Muani,19,FC Nantes,FRA - Ligue 1,right,187,DR Congo  France,CF,17,0,0,0,0,
Santy Ngom,25,FC Nantes,FRA - Ligue 1,right,182,France  Senegal,CF,17,13,1,509,0,
Paul-Georges Ntep,25,AS Saint-Étienne,FRA - Ligue 1,right,180,France  Cameroon,W,17,12,1,488,1,
Kévin Monnet-Paquet,29,AS Saint-Étienne,FRA - Ligue 1,right,184,France  Rwanda,W,17,22,2,1251,1,
Jonathan Bamba,21,AS Saint-Étienne,FRA - Ligue 1,right,175,France  Cote d'Ivoire,W,17,28,7,2157,7,
Romain Hamouma,30,AS Saint-Étienne,FRA - Ligue 1,right,178,France,W,17,23,1,1451,1,
Oussama Tannane,23,AS Saint-Étienne,FRA - Ligue 1,left,178,Morocco  Netherlands,W,17,15,0,763,3,
Robert Beric,26,AS Saint-Étienne,FRA - Ligue 1,both,188,Slovenia,CF,17,16,6,862,0,
Keagan Dolly,25,HSC Montpellier,FRA - Ligue 1,left,170,South Africa,W,17,15,0,586,2,
Jonathan Ikoné,19,HSC Montpellier,FRA - Ligue 1,left,175,France  DR Congo,W,17,18,2,1027,0,
Isaac Mbenza,22,HSC Montpellier,FRA - Ligue 1,right,187,Belgium  DR Congo,W,17,34,8,1992,2,
Souleymane Camara,35,HSC Montpellier,FRA - Ligue 1,right,174,Senegal,W,17,27,5,1084,1,
Giovanni Sio,28,HSC Montpellier,FRA - Ligue 1,left,180,Cote d'Ivoire  France,CF,17,28,7,1711,1,
Casimir Ninga,24,HSC Montpellier,FRA - Ligue 1,right,186,Chad,CF,17,26,4,1152,0,
Jérémie Porsan-Clemente,20,HSC Montpellier,FRA - Ligue 1,right,179,France  Martinique,CF,17,0,0,0,0,
Naïm Sliti,25,FCO Dijon,FRA - Ligue 1,right,173,Tunisia  France,W,17,24,3,1628,4,
Wesley Saïd,22,FCO Dijon,FRA - Ligue 1,right,171,France  Mauritius,W,17,27,7,1667,4,
Chang-hun Kwon,23,FCO Dijon,FRA - Ligue 1,left,174,Korea South,W,17,28,6,1693,3,
Benjamin Jeannot,26,FCO Dijon,FRA - Ligue 1,right,183,France,CF,17,24,4,1445,1,
Julio Tavarès,29,FCO Dijon,FRA - Ligue 1,right,187,Cape Verde  France,CF,17,22,12,1768,2,
Marcus Coco,21,EA Guingamp,FRA - Ligue 1,right,184,France  Guadeloupe,W,17,25,3,1585,2,
Nicolas Benezet,27,EA Guingamp,FRA - Ligue 1,right,170,France,W,17,22,2,1103,3,
Abdoul Camara,28,EA Guingamp,FRA - Ligue 1,left,178,Guinea  France,W,17,15,2,967,1,
Thibault Giresse,36,EA Guingamp,FRA - Ligue 1,left,172,France,W,17,3,0,106,0,
Yannis Salibur,27,EA Guingamp,FRA - Ligue 1,left,177,France  DR Congo,W,17,22,3,1600,1,
Yeni N'Gbakoto,26,EA Guingamp,FRA - Ligue 1,right,173,DR Congo  France,W,17,17,4,742,1,
Jimmy Briand,32,EA Guingamp,FRA - Ligue 1,right,183,France  Martinique,CF,17,31,6,2528,2,
Marcus Thuram,20,EA Guingamp,FRA - Ligue 1,right,192,France  Guadeloupe,CF,17,26,3,1493,2,
Nathaël Julan,21,EA Guingamp,FRA - Ligue 1,right,196,France,CF,17,16,5,587,0,
Hervé Bazile,27,SM Caen,FRA - Ligue 1,left,181,Haiti  France,W,17,19,0,1012,1,
Jordan N'Kololo,25,SM Caen,FRA - Ligue 1,right,183,DR Congo  France,W,17,13,0,593,0,
Jan Repas,20,SM Caen,FRA - Ligue 1,both,171,Slovenia,W,17,27,3,2051,2,
Timo Stavitski,18,SM Caen,FRA - Ligue 1,right,180,Finland,W,17,7,1,367,0,
Ronny Rodelin,28,SM Caen,FRA - Ligue 1,right,192,France,CF,17,33,6,2838,3,
Ivan Santini,28,SM Caen,FRA - Ligue 1,right,190,Croatia,CF,17,31,8,2467,1,
Enzo Crivelli,23,SM Caen,FRA - Ligue 1,right,184,France,CF,17,24,3,1617,3,
Christian Kouakou,27,SM Caen,FRA - Ligue 1,right,182,Cote d'Ivoire,CF,17,20,1,990,1,
Thomas Touré,24,SCO Angers,FRA - Ligue 1,right,175,Cote d'Ivoire  France,W,17,6,0,90,0,
Billy Ketkeophomphone,27,SCO Angers,FRA - Ligue 1,right,180,France  Laos,W,17,14,0,445,0,
Gilles Sunu,26,SCO Angers,FRA - Ligue 1,right,181,Togo  France,W,17,21,1,708,1,
Wilfried Kanga,20,SCO Angers,FRA - Ligue 1,right,185,Cote d'Ivoire  France,W,17,3,0,42,0,
Karl Toko Ekambi,25,SCO Angers,FRA - Ligue 1,right,183,Cameroon  France,CF,17,30,14,2411,4,
Baptiste Guillaume,22,SCO Angers,FRA - Ligue 1,right,189,Belgium,CF,17,16,2,597,2,
Goran Karanovic,30,SCO Angers,FRA - Ligue 1,right,185,Switzerland  Serbia,CF,17,,,,,
Férébory Doré,29,SCO Angers,FRA - Ligue 1,right,193,Congo,CF,17,18,3,512,1,
Martin Terrier,21,RC Strasbourg Alsace,FRA - Ligue 1,right,184,France,W,17,26,4,1765,4,
Idriss Saadi,26,RC Strasbourg Alsace,FRA - Ligue 1,right,180,Algeria  France,CF,17,23,3,1043,0,
Nuno Da Costa,27,RC Strasbourg Alsace,FRA - Ligue 1,right,182,Cape Verde  France,CF,17,27,6,1922,3,
Stéphane Bahoken,25,RC Strasbourg Alsace,FRA - Ligue 1,right,185,France  Cameroon,CF,17,23,7,1346,0,
Jérémy Blayac,34,RC Strasbourg Alsace,FRA - Ligue 1,right,187,France,CF,17,22,4,894,1,
Hyun-Jun Suk,26,ES Troyes AC,FRA - Ligue 1,right,191,Korea South,CF,17,19,5,1029,1,
Adama Niane,24,ES Troyes AC,FRA - Ligue 1,right,183,Mali,CF,17,26,6,1695,2,
Jonathan Tinhan,28,ES Troyes AC,FRA - Ligue 1,right,177,Benin  France,CF,17,9,0,276,0,
Raphaël Cacérès,30,ES Troyes AC,FRA - Ligue 1,right,187,France,CF,17,1,0,44,0,
Mamadou Sissako,21,ES Troyes AC,FRA - Ligue 1,right,171,France  Mauritania,CF,17,1,0,70,0,
Mathieu Dossevi,30,FC Metz,FRA - Ligue 1,right,172,Togo  France,W,17,28,2,2257,11,
Opa Nguette,23,FC Metz,FRA - Ligue 1,right,181,Senegal  France,W,17,18,0,1116,0,
Ablie Jallow,19,FC Metz,FRA - Ligue 1,,166,The Gambia,W,17,2,0,131,0,
Nolan Roux,30,FC Metz,FRA - Ligue 1,right,182,France,CF,17,31,12,2459,1,
Ibrahima Niane,19,FC Metz,FRA - Ligue 1,,187,Senegal,CF,17,27,5,1075,1,
Emmanuel Rivière,28,FC Metz,FRA - Ligue 1,right,182,France  Martinique,CF,17,22,5,1421,2,
Stiven Mendoza,25,SC Amiens,FRA - Ligue 1,,172,Colombia,W,17,9,1,761,0,
Moussa Konaté,24,SC Amiens,FRA - Ligue 1,right,183,Senegal,CF,17,32,11,2290,1,
Lacina Traoré,27,SC Amiens,FRA - Ligue 1,right,203,Cote d'Ivoire,CF,17,15,0,653,2,
Quentin Cornette,24,SC Amiens,FRA - Ligue 1,right,172,France,CF,17,7,1,189,0,
Bachibou Koita,23,SC Amiens,FRA - Ligue 1,right,180,Niger,CF,17,8,1,390,0,
Douglas Costa,27,Juventus FC,ITA - Serie A,left,172,Brazil,W,17,33,3,2006,6,
Federico Bernardeschi,24,Juventus FC,ITA - Serie A,left,183,Italy,W,17,26,5,988,7,
Juan Cuadrado,29,Juventus FC,ITA - Serie A,right,179,Colombia,W,17,20,4,1405,5,
Gonzalo Higuaín,30,Juventus FC,ITA - Serie A,right,184,Argentina  France,CF,17,37,21,2919,5,
Mario Mandzukic,31,Juventus FC,ITA - Serie A,right,190,Croatia,CF,17,32,7,2494,3,
Lorenzo Insigne,26,SSC Napoli,ITA - Serie A,right,163,Italy,W,17,38,13,2980,11,
Adam Ounas,21,SSC Napoli,ITA - Serie A,left,172,Algeria  France,W,17,12,1,332,1,
Leandrinho B,19,SSC Napoli,ITA - Serie A,right,174,Brazil,W,17,4,1,269,1,
José Callejón,31,SSC Napoli,ITA - Serie A,right,178,Spain,W,17,40,10,3300,10,
Dries Mertens,30,SSC Napoli,ITA - Serie A,right,169,Belgium,CF,17,39,21,3193,12,
Arkadiusz Milik,24,SSC Napoli,ITA - Serie A,left,186,Poland,CF,17,7,2,213,0,
Ivan Perisic,29,Inter Milan,ITA - Serie A,both,187,Croatia,W,17,28,7,2500,6,
Antonio Candreva,31,Inter Milan,ITA - Serie A,right,181,Italy,W,17,27,0,2083,8,
Yann Karamoh,19,Inter Milan,ITA - Serie A,right,185,France  Cote d'Ivoire,W,17,10,1,411,0,
Mauro Icardi,25,Inter Milan,ITA - Serie A,right,181,Argentina  Italy,CF,17,25,18,2194,1,
Andrea Pinamonti,18,Inter Milan,ITA - Serie A,right,185,Italy,CF,17,11,7,853,3,
Diego Perotti,29,AS Roma,ITA - Serie A,right,179,Argentina  Spain,W,17,29,7,1975,3,
Stephan El Shaarawy,25,AS Roma,ITA - Serie A,right,178,Italy  Egypt,W,17,31,7,1893,7,
Cengiz Ünder,20,AS Roma,ITA - Serie A,left,173,Turkey,W,17,22,6,1080,1,
Gerson,20,AS Roma,ITA - Serie A,left,184,Brazil,W,17,23,2,828,0,
Edin Dzeko,31,AS Roma,ITA - Serie A,both,192,Bosnia-Herzegovina,CF,17,35,16,2920,5,
Patrik Schick,22,AS Roma,ITA - Serie A,left,190,Czech Republic,CF,17,14,1,636,0,
Grégoire Defrel,26,AS Roma,ITA - Serie A,left,179,France  Martinique,CF,17,17,1,571,0,
Fabio Borini,26,AC Milan,ITA - Serie A,right,180,Italy,W,17,35,4,2056,7,
Suso,24,AC Milan,ITA - Serie A,left,177,Spain,W,17,38,8,2941,12,
Nnamdi Oduamadi,27,AC Milan,ITA - Serie A,right,175,Nigeria,W,17,1,0,84,1,
